date,country,chain,product_name,production_system,flag,commitment,cage_free,response_barn,response_aviary,response_freerange,response_organic,response_cagefreenotidentified,response_cage,response_insufficientinformation
2025-06,China,Suning,赛卡伊 40枚正宗新鲜现捡土鸡蛋农村散养 柴鸡蛋农家笨鸡蛋整箱,barn,FALSE,Has no commitment and is not reporting,1,1,0,0,0,0,0,0
2025-06,China,Suning,[西沛生鲜][礼盒装]新鲜绿壳鸡蛋 10枚装 农家散养新鲜正宗草鸡蛋笨柴鸡蛋孕妇月子蛋整箱禽蛋,free-range,FALSE,Has no commitment and is not reporting,1,0,0,1,0,0,0,0
2025-06,China,Suning,[西沛生鲜]新鲜 谷物蛋 40枚装 农家散养新鲜正宗草鸡蛋笨柴鸡蛋孕妇月子蛋整箱禽蛋,cage-free not identified,FALSE,Has no commitment and is not reporting,1,0,0,0,0,1,0,0
2025-06,China,Suning,[西沛生鲜]谷物蛋20枚+绿壳蛋20枚 农家散养新鲜正宗草鸡蛋笨柴鸡蛋孕妇月子蛋整箱禽蛋,cage-free not identified,FALSE,Has no commitment and is not reporting,1,0,0,0,0,1,0,0
2025-06,China,Suning,[西沛生鲜][礼盒装]新鲜绿壳鸡蛋 30枚装 农家散养新鲜正宗草鸡蛋笨柴鸡蛋孕妇月子蛋整箱禽蛋,free-range,FALSE,Has no commitment and is not reporting,1,0,0,1,0,0,0,0
2025-06,China,Suning,[西沛生鲜]新鲜绿壳鸡蛋 20枚装 农家散养 新鲜正宗草鸡蛋笨柴鸡蛋孕妇月子蛋整箱禽蛋,cage-free not identified,FALSE,Has no commitment and is not reporting,1,0,0,0,0,1,0,0
2025-06,China,Suning,[西沛生鲜] 礼盒装 新鲜富硒虫草蛋 散养土鸡蛋 30枚 农家谷物虫草孕妇宝宝笨鸡蛋,free-range,FALSE,Has no commitment and is not reporting,1,0,0,1,0,0,0,0
2025-06,China,Suning,[西沛生鲜]新鲜虫草鸡蛋 20枚装 农家散养 新鲜正宗草鸡蛋笨柴鸡蛋孕妇月子蛋整箱禽蛋,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,China,Suning,博多客绿壳鸡蛋乌鸡蛋农村笨鸡蛋新鲜鸡蛋初生20枚FY,cage-free not identified,FALSE,Has no commitment and is not reporting,1,0,0,0,0,1,0,0
2025-06,China,Suning,博多客绿壳鸡蛋农家散养30枚新鲜鸡蛋初生乌鸡蛋FY,cage-free not identified,FALSE,Has no commitment and is not reporting,1,0,0,0,0,1,0,0
2025-06,India,Star Bazaar (Trent/Tata),Avaneesh Farm Fresh White Eggs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,India,Star Bazaar (Trent/Tata),Farm Made Free Range Eggs,free-range,FALSE,Has no commitment and is not reporting,1,0,0,1,0,0,0,0
2025-06,India,Star Bazaar (Trent/Tata),Avaneesh Farm Fresh Brown Eggs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,India,Star Bazaar (Trent/Tata),Ntm Natural Healthy Brown Eggs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,India,Star Bazaar (Trent/Tata),Upf Healthy Eggs Brown,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,India,Star Bazaar (Trent/Tata),Upf Healthy Eggs Brown,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,India,Star Bazaar (Trent/Tata),Farm Made Free Range Brown Eggs,free-range,FALSE,Has no commitment and is not reporting,1,0,0,1,0,0,0,0
2025-06,India,Star Bazaar (Trent/Tata),Abhi Vitamin D3 White Eggs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,India,Star Bazaar (Trent/Tata),Upf Healthy White Eggs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,India,Star Bazaar (Trent/Tata),Namdeo Regular Farm Eggs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Indonesia,Hypermart,TELUR NEGERI 10 PCS,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Japan,AEON Group,宮崎デリカ温泉たまご3個入り 3個入り,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Japan,AEON Group,たまご白玉M 10玉入,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Japan,AEON Group,たまご白玉L 10玉入,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Japan,AEON Group,たまご白玉MS 10玉入,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Japan,AEON Group,健康な親鶏が産んだはっこう卵（赤玉6玉）,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Japan,AEON Group,たまご白玉M 6玉入,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Japan,AEON Group,赤たまご 1パック 10玉入り,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Japan,AEON Group,FC琉球元気応援たまご 1パック（10玉入り）,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Japan,AEON Group,康卵 6玉入り,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Japan,AEON Group,のびのび平飼いケージフリーたまご,free-range,FALSE,Has no commitment and is not reporting,1,0,0,1,0,0,0,0
2025-06,Japan,AEON Group,前田鶏卵温泉たまご 4玉入り,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Japan,Tokyu Store Corporation,Vマーク 温泉たまご(白) 4個入,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Japan,Tokyu Store Corporation,温泉たまご トッピング用 4個入,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Japan,Tokyu Store Corporation,Vマークグルメテーブル おいしい赤たまご 10個入,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Japan,Tokyu Store Corporation,Vマークグルメテーブル おいしい赤たまご 4個入,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Japan,Tokyu Store Corporation,Vマークグルメテーブル おいしい赤たまご 6個入,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Japan,Tokyu Store Corporation,キユーピー ゆで卵をつぶしてつくる たまごサラダ 1袋,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Japan,Tokyu Store Corporation,キユーピー ゆで卵をつぶしてつくる たまごポテトサラダ 1袋,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Japan,Tokyu Store Corporation,JA全農たまご 農協たまご 10個入,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Japan,Tokyu Store Corporation,愛川町のたまご 10個入,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Japan,Tokyu Store Corporation,愛川町のたまご 6個入,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Japan,Tokyu Store Corporation,ヨード卵光 6個入,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Japan,Tokyu Store Corporation,JA全農 赤城のたまご 稲穂育ち 6個入,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Japan,Tokyu Store Corporation,アキタフーズ きよら グルメ仕立て 10個入,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Japan,Tokyu Store Corporation,JA全農 地養卵 6個入,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Japan,Tokyu Store Corporation,JA全農たまご とくたま 6個入,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Japan,Tokyu Store Corporation,愛知の紅たまご 10個入,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Japan,Tokyu Store Corporation,桜川農場 平飼いたまご 6個入,free-range,FALSE,Has no commitment and is not reporting,1,0,0,1,0,0,0,0
2025-06,Malaysia,Aeon,QL Omega Eggs,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,LTP Telur Kampung,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,Nutriplus Eggs Omega-3 (L),insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,QL Premium Quality Eggs,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,QL Classic Eggs (Grade A),insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,Nutriplus Classic Eggs M,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,Nutriplus Jumbo Eggs With Omega-3,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,QL Fresh Eggs Grade (B),insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,NutriPlus Classis Size Plus (L),insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,LTK Omega Eggs,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,M.S Pearly Kampung Egg,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,LKFresh Telur Ayam Klasik Megaria (Grade A),insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,QL Classic Eggs Large,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,Nutriplus Eggs Omega-3 XL,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,Nutriplus Telur Kampung With Omega-3,cage-free not identified,FALSE,Has commitment but is not reporting,1,0,0,0,0,1,0,0
2025-06,Malaysia,Aeon,QL Sakura Lacto Egg,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,LTP Lacto Plus,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,Nutriplus Omega 3 (M),insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,LKFresh Fresh Egg Grade (B),insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,LTP Corn Plus,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,Zenxin Organic Antibiotic-Free Selenium Egg,organic,FALSE,Has commitment but is not reporting,1,0,0,0,1,0,0,0
2025-06,Malaysia,Aeon,LKH Telur Kampung Segar,cage-free not identified,FALSE,Has commitment but is not reporting,1,0,0,0,0,1,0,0
2025-06,Malaysia,Aeon,M.S Macao Egg,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,TOPVALU Omega Eggs,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,TOPVALU Omega Eggs,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,QL Classic Eggs Medium,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,LTP Quail Eggs,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,LTP Fresh Egg Grade B,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,Nutriplus Low Cholesterol Eggs (M),insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,LKH Fresh Eggs Jumbo (AA),insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,LTK Organic Selenium Plus,organic,FALSE,Has commitment but is not reporting,1,0,0,0,1,0,0,0
2025-06,Malaysia,Aeon,QL Sandy Egg,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,QL Omega 3 & DHA (M),insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,QL Sinar Fresh Eggs,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,A1 Telur Kampung,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,LTP Salted Egg,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,Nutriplus Organic Selenium,organic,FALSE,Has commitment but is not reporting,1,0,0,0,1,0,0,0
2025-06,Malaysia,Aeon,LKH Classic Eggs (L) A,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,Nutriplus Eggs With Organic Selenium M,organic,FALSE,Has commitment but is not reporting,1,0,0,0,1,0,0,0
2025-06,Malaysia,Aeon,LKH Classic Eggs (M) C,cage,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,1,0
2025-06,Malaysia,Aeon,Nutriplus S-Clean Kampung Egg,cage-free not identified,FALSE,Has commitment but is not reporting,1,0,0,0,0,1,0,0
2025-06,Malaysia,Aeon,LTP Fresh Egg Grade A,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,LKH Quail Eggs,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,NutriPlus S-Clean Egg Fresh,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,QL Omega 3 DHA Enriched,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,NutriPlus S-Clean Egg Omega-3,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,QL Salted Eggs,cage,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,1,0
2025-06,Malaysia,Aeon,Nutriplus Lower Cholesterol M,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,LKH Salted Egg,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,LKFresh Telur Ayam Klasik Megaria,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,Nutriplus Lower Cholestrol XL,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,Onzen Eggs,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,Safegg Pasteurized Eggs (L),insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,QL Sakura Lacto Eggs,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,A1 King Duck Salted Eggs,cage,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,1,0
2025-06,Malaysia,Aeon,NutriPlus S-Clean Egg (Selenium),insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,LTP Century Egg,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,LKH Telur Itik,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,LKH Duck Century Eggs,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,LKH Chicken Century Egg,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,A1 King Lower Cholesterol (Large),insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,Safegg Pasteurized Dha Eggs,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Aeon,Safegg Tsukimi Pasteurized Egg,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Jaya Grocer (Trendcell),NutriPlus Omega-3 Chicken Eggs 15pcs/pack,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Jaya Grocer (Trendcell),Nutriplus Kampung Eggs with Omega-3 10pcs/pack,cage-free not identified,FALSE,Has commitment but is not reporting,1,0,0,0,0,1,0,0
2025-06,Malaysia,Jaya Grocer (Trendcell),LK Fresh All Natural Farm Fresh Eggs 12pcs/pack,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Jaya Grocer (Trendcell),NutriPlus Jumbo Eggs with Omega 3 10pcs/pack,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Jaya Grocer (Trendcell),NutriPlus Classic Plus Size Chicken Eggs 24pcs/pack,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Jaya Grocer (Trendcell),QL Sakura Fresh Eggs 15pcs/pack,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Jaya Grocer (Trendcell),QL Omega Eggs with Omega 3 and DHA (Large) 15pcs/pack,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Jaya Grocer (Trendcell),Telur Ayam Kampung 10pcs/pack,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Jaya Grocer (Trendcell),DFresh Classic Chicken Eggs 10pcs/pack,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Jaya Grocer (Trendcell),NutriPlus Fresh Eggs with Omega 3 10pcs/pack,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Jaya Grocer (Trendcell),QL Sakura Fresh Eggs 10pcs/pack,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Jaya Grocer (Trendcell),QL Omega Eggs with Omega 3 and DHA (Medium) 10pcs/pack,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Jaya Grocer (Trendcell),Nutriplus Low Cholesterol Fresh Eggs 10pcs/pack,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Jaya Grocer (Trendcell),LTK Organic Selenium Plus Egg 10pcs/pack,organic,FALSE,Has commitment but is not reporting,1,0,0,0,1,0,0,0
2025-06,Malaysia,Jaya Grocer (Trendcell),QL Sandy Egg 15pcs/pack,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Jaya Grocer (Trendcell),Nutriplus Classic Egg 10pcs/pack,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Jaya Grocer (Trendcell),LK Fresh Free Range Eggs 6pcs/pack,free-range,FALSE,Has commitment but is not reporting,1,0,0,1,0,0,0,0
2025-06,Malaysia,Jaya Grocer (Trendcell),Lau Kon Hing Eggs Dealer Duck Century Egg 4pcs/pack,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Jaya Grocer (Trendcell),Duck Eggs (Telur Itik) 10pcs/pack,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Lotus,CHICKEN EGGS C 30S,cage,FALSE,Has commitment and is reporting,0,0,0,0,0,0,1,0
2025-06,Malaysia,Lotus,LOTUSS FRESH CHICKEN EGGS 30S,insufficient information,FALSE,Has commitment and is reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Lotus,LOTUSS FRESH CHICKEN EGGS 30S,insufficient information,FALSE,Has commitment and is reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Lotus,LOTUSS FRESH CHICKEN EGGS 30S,insufficient information,FALSE,Has commitment and is reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Lotus,LOTUSS FRESH CHICKEN EGGS 10S (B),insufficient information,FALSE,Has commitment and is reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Lotus,LOTUSS FRESH CHICKEN EGGS 10S (A),insufficient information,FALSE,Has commitment and is reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Lotus,QPLUS FARM FRESH EGGS 15S,insufficient information,FALSE,Has commitment and is reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Lotus,LOTUSS FRESH CHICKEN EGGS 10S (C),cage,FALSE,Has commitment and is reporting,0,0,0,0,0,0,1,0
2025-06,Malaysia,Lotus,LOTUSS FRESH CHICKEN EGGS 10S (B),cage-free not identified,FALSE,Has commitment and is reporting,1,0,0,0,0,1,0,0
2025-06,Malaysia,Lotus,LOTUSS FRESH CHICKEN EGGS 30S (C),cage,FALSE,Has commitment and is reporting,0,0,0,0,0,0,1,0
2025-06,Malaysia,Lotus,LOTUSS FRESH CHICKEN EGGS 10S (C),cage,FALSE,Has commitment and is reporting,0,0,0,0,0,0,1,0
2025-06,Malaysia,Lotus,LOTUS'S FRESH CHICKEN EGGS GRADE A 10 EGGS,cage,FALSE,Has commitment and is reporting,0,0,0,0,0,0,1,0
2025-06,Malaysia,Lotus,LOTUSS FRESH CHICKEN EGGS 30S,insufficient information,FALSE,Has commitment and is reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Lotus,CHICKEN EGGS A 30S,insufficient information,FALSE,Has commitment and is reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Lotus,LOTUSS FRESH CHICKEN EGGS 30S (B),insufficient information,FALSE,Has commitment and is reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Lotus,CHICKEN EGGS B 30S,insufficient information,FALSE,Has commitment and is reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Lotus,CP HYGIENIC EGG 30 E,insufficient information,FALSE,Has commitment and is reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Lotus,CP HYGIENIC EGG 10S (B),cage,FALSE,Has commitment and is reporting,0,0,0,0,0,0,1,0
2025-06,Malaysia,Lotus,CP HYGIENIC EGGS 30% LESS CHOLESTEROL EGGS 30D,cage-free not identified,FALSE,Has commitment and is reporting,1,0,0,0,0,1,0,0
2025-06,Malaysia,Lotus,HAPPY EGG GRADE D 30S,insufficient information,FALSE,Has commitment and is reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Lotus,CP HYGIENIC EGG 30 C,cage,FALSE,Has commitment and is reporting,0,0,0,0,0,0,1,0
2025-06,Malaysia,Lotus,HLRB (EC) FRESH CHICKEN EGG 30 EGGS D,insufficient information,FALSE,Has commitment and is reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Lotus,CP HYGIENIC EGG 10S (C),cage,FALSE,Has commitment and is reporting,0,0,0,0,0,0,1,0
2025-06,Malaysia,Lotus,CP HYGIENIC EGG 10S (A),insufficient information,FALSE,Has commitment and is reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Lotus,HAPPY EGG VILLAGEGG 30S,insufficient information,FALSE,Has commitment and is reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Lotus,CP HYGIENIC EGG 30 A,cage,FALSE,Has commitment and is reporting,0,0,0,0,0,0,1,0
2025-06,Malaysia,Lotus,QPLUS FARM FRESH EGGS 6S,insufficient information,FALSE,Has commitment and is reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Lotus,CP HYGIENIC EGG 30 B,insufficient information,FALSE,Has commitment and is reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Lotus,HLRB (EC) FRESH CHICKEN EGGS 30 EGGS A,insufficient information,FALSE,Has commitment and is reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Lotus,LOTUSS FRESH CHICKEN EGGS 30S,insufficient information,FALSE,Has commitment and is reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Lotus,HLRB (EC) FRESH CHCKEN EGGS 30 EGGS B,cage,FALSE,Has commitment and is reporting,0,0,0,0,0,0,1,0
2025-06,Malaysia,Lotus,LOTUSS FRESH CHICKEN EGGS 30S,insufficient information,FALSE,Has commitment and is reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Lotus,HLRB (EC) FRESH CHICKEN EGGS 30 EGGS C,cage,FALSE,Has commitment and is reporting,0,0,0,0,0,0,1,0
2025-06,Malaysia,Lotus,LOTUSS FRESH CHICKEN EGGS 30S,insufficient information,FALSE,Has commitment and is reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Village Grocer (The Food Purveyor),QL OMEGA 3 & DHA ENRICHED 10'S,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Village Grocer (The Food Purveyor),NUTRIPLUS ORG SELENIUM MED 15'S,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Village Grocer (The Food Purveyor),LK FRESH EGGS ALL NATURAL FARM FRESH 12S,free-range,FALSE,Has commitment but is not reporting,1,0,0,1,0,0,0,0
2025-06,Malaysia,Village Grocer (The Food Purveyor),NUTRIPLUS OMEGA 3 MED 15'S,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Village Grocer (The Food Purveyor),NUTRI PLUS ORG SELENIUM L 10S,organic,FALSE,Has commitment but is not reporting,1,0,0,0,1,0,0,0
2025-06,Malaysia,Village Grocer (The Food Purveyor),NUTRI PLUS LOW CHOLESTEROL M 10'S,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Village Grocer (The Food Purveyor),NUTRIPLUS CLASSIC EGGS M 15S,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Village Grocer (The Food Purveyor),NUTRIPLUS LOW CHOLESTEROL MED 15'S,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
2025-06,Malaysia,Village Grocer (The Food Purveyor),NUTRIPLUS TELUR KAMPUNG WITH OMEGA 3 10'S,cage-free not identified,FALSE,Has commitment but is not reporting,1,0,0,0,0,1,0,0
2025-06,Malaysia,Village Grocer (The Food Purveyor),SAFEGG PASTEURIZED SHELL EGGS 10'S,insufficient information,FALSE,Has commitment but is not reporting,0,0,0,0,0,0,0,1
